wall_time,wall_elapsed,mode,cmd_u_raw,cmd_u_delayed,hw_pwm,tau_cmd,ina_current_raw_mA,ina_bus_voltage_v,ina_power_mw,ina_current_offset_mA,ina_current_corr_mA,ina_current_signed_mA,pwm_hw,theta_imu,theta_encoder,omega_imu,omega_encoder,alpha_imu,alpha_linear,alpha_encoder,theta_imu_online,theta_encoder_online,omega_imu_online,omega_encoder_online,alpha_imu_online,alpha_linear_online,alpha_encoder_online,ina_current_signed_online_mA,theta,omega,alpha,hw_enc,hw_arduino_ms,theta_real,omega_real,alpha_real,J_rod,J_imu,J_total,tau_motor,tau_res,tau_visc,tau_coul,inst_cost,best_cost_so_far,imu_qw,imu_qx,imu_qy,imu_qz,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az
1775489757.4645092,18.29230260848999,burst,0.0,0.0,0.0,-0.00017578436310637478,30.899999618530273,15.595999717712402,482.0,28.700000762939453,2.1999988555908203,0.0,0.0,-0.5897835416356115,-0.9640866344349646,5.984251976013184,66.48873340930783,0.0,42.20878343476709,-33244.36670465381,-0.8957417385289658,-1.2091153818624258,4.762742514356222,53.786798215784074,268.1362232905529,37.34966523399602,2788.2296766271684,3.2513434525994174,0.000573762631198284,0.0014638537231408785,-0.0020704206193789174,-442.0,120694688.0,-0.5897835416356115,5.984251976013184,2.621763239416031,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,96.04614517691726,96.04614517691726,0.9999999588495566,-7.059139077214301e-20,-3.618364455852385e-23,0.0002868813116640449,0.0,0.0,0.0014638537231408785,-0.0005424501392448476,-2.6558090589346504e-07,3.5334794014517704e-15
1775489757.4792855,18.30707883834839,burst,0.0,0.0,0.0,-0.0001762339928737794,25.899999618530273,15.595999717712402,404.0,28.700000762939453,-2.8000011444091797,-0.0,0.0,-0.5294545550284686,-0.7646204342070412,6.052340030670166,199.4662002279234,68.08805465698242,41.41957271247588,132977.46681861556,-0.8298100454988763,-1.1291062912844567,4.994870067292732,80.00909057796915,232.12755293651023,38.082248580122396,26222.29236218508,2.6661016311315224,0.0005752000390235577,0.0014374078252737189,-0.0017897595070320662,-436.0,120694720.0,-0.5294545550284686,6.052340030670166,0.9201201357262675,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,93.53315658261285,93.53315658261285,0.9999999586431156,-1.222541914410455e-19,4.8582292279004003e-23,0.00028760001554703257,0.0,0.0,0.0014374078252737189,-0.0004689169351665345,-2.3173519895721492e-07,1.744297544712477e-15
1775489757.4911053,18.318898677825928,burst,0.0,0.0,0.0,-0.00017667549965508448,25.799999237060547,15.595999717712402,446.0,28.700000762939453,-2.9000015258789062,-0.0,0.0,-0.5294545550284686,-0.7313760675023873,6.052340030670166,33.24436670465391,0.0,41.41957271247588,-166221.83352326948,-0.7757460572142029,-1.0575148510036843,5.18521466070067,71.59144028077242,190.3445934079384,38.682966923946026,-8417.650297196742,2.1862033375278487,0.0005766109346978931,0.001410895674335538,-0.0022430212346420753,-435.0,120694728.0,-0.5294545550284686,6.052340030670166,11.336852843551007,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,182.94159019787415,182.94159019787415,0.99999995843998,1.4619974521222922e-19,-2.3250482093240855e-23,0.0002883054633549537,0.0,0.0,0.001410895674335538,-0.0005876714922435856,-2.9309450108202525e-07,-1.4270940170367658e-14
1775489757.5052972,18.33309054374695,burst,0.0,0.0,0.0,-0.00017710886310035734,31.200000762939453,15.595999717712402,484.0,28.700000762939453,2.5,0.0,0.0,-0.2314205098538038,-0.6316429673884255,5.825349807739258,99.73310011396174,-226.9902229309082,9.848854184228298,66488.73340930782,-0.6777674586893311,-0.9808579119529378,5.300438987167617,76.6569390507465,115.22432646694602,33.49282663079684,5065.498769974079,1.792686736772836,0.0005779952531902189,0.0013843184923257334,-0.0018727052635439173,-432.0,120694744.0,-0.2314205098538038,5.825349807739258,7.539132851181746,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,124.87228694334465,124.87228694334465,0.9999999582401872,2.743694988925079e-20,-5.335578983250228e-23,0.00028899762257228126,0.0,0.0,0.0013843184923257334,-0.0004906487183753884,-2.4686017078597506e-07,1.0415617876328935e-14
1775489757.5177238,18.3455171585083,burst,0.0,0.0,0.0,-0.0001775340632350083,31.200000762939453,15.595999717712402,484.0,28.700000762939453,2.5,0.0,0.0,-0.2314205098538038,-0.6316429673884255,5.825349807739258,0.0,0.0,9.848854184228298,-99733.10011396174,-0.5974250078989362,-0.9179992219313257,5.394922934870513,62.858690021612134,94.48394770289575,29.236911590414504,-13798.249029134367,1.4700031241537257,0.00057935293069446,0.0013576775042411153,-0.002143865292056294,-432.0,120694744.0,-0.2314205098538038,5.825349807739258,-26.29498800402674,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,568.9858875469151,568.9858875469151,0.9999999580437741,-1.3000284044340638e-19,6.750222988741589e-23,0.00028967646129598703,0.0,0.0,0.0013576775042411153,-0.0005616926357125626,-2.8502934554035695e-07,4.511675013927005e-15
1775489757.5313337,18.359127044677734,burst,0.0,0.0,0.0,-0.0001779510804607108,31.299999237060547,15.600000381469727,488.0,28.700000762939453,2.5999984741210938,0.0,0.0,-0.1736717080441661,-0.5651542339791178,5.755309104919434,66.48873340930771,-70.04070281982422,9.481020188681338,66488.73340930771,-0.5211494139250775,-0.8544871240999283,5.4597924454793185,63.51209783139734,64.86951060880617,25.680851138102536,653.4078097852052,1.205402561806055,0.0005806839046324794,0.001330973938019443,-0.0019620712391883017,-430.0,120694752.0,-0.1736717080441661,5.755309104919434,-17.778220044429823,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,304.11922358062685,304.11922358062685,0.9999999578507767,-1.9437907888028083e-20,2.5686287428184606e-23,0.0002903419482370112,0.0,0.0,0.001330973938019443,-0.0005140625986524628,-2.630487901776631e-07,7.638087932179699e-13
1775489757.5449262,18.372719526290894,burst,0.0,0.0,0.0,-0.00017835989555630541,25.899999618530273,15.595999717712402,404.0,28.700000762939453,-2.8000011444091797,-0.0,0.0,-0.1171272443551159,-0.3989324004558483,5.612030982971191,166.22183352326945,-143.2781219482422,1.6288358288778717,99733.10011396174,-0.4484254234024845,-0.772487273843994,5.487195382227856,81.99985025593432,27.402936748537464,21.3514883824421,18487.752424536982,0.9884301006809653,0.0005819881136569623,0.0013042090244828265,-0.001969096909478601,-425.0,120694776.0,-0.1171272443551159,5.612030982971191,-5.368172299406657,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,98.9272104140917,98.9272104140917,0.9999999576612307,-1.050267443398247e-19,1.308535979943651e-23,0.00029099405272170513,0.0,0.0,0.0013042090244828265,-0.0005159033228398843,-2.6611266333332283e-07,-1.5363464874281042e-12
1775489757.5582154,18.386008739471436,manual,0.0,0.0,0.0,-0.00017876048967868527,27.700000762939453,15.595999717712402,432.0,28.700000762939453,-1.0,-0.0,0.0,0.04186932579566749,-0.23271056693257886,5.0620880126953125,166.22183352326945,-549.9429702758789,-12.517846362811653,0.0,-0.36017236854681717,-0.6753274665999393,5.410676055711999,97.15980724405465,-76.51932651585749,15.255008128296426,15159.956988120326,0.8105126825583916,0.0005832654976542432,0.001277383997280997,-0.002018556466616602,-420.0,120694800.0,0.04186932579566749,5.0620880126953125,-2.399463975845019,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,68.06145441996101,68.06145441996101,0.9999999574751712,-8.062672889825419e-20,-4.187864766182706e-23,0.00029163274469324484,0.0,0.0,0.001277383997280997,-0.0005288617238992567,-2.7495817478632664e-07,7.893894795923174e-13
1775489757.5711093,18.398902654647827,manual,0.0,0.0,0.0,-0.00017915284436366476,27.700000762939453,15.595999717712402,432.0,28.700000762939453,-1.0,-0.0,0.0,0.09114078318245267,-0.23271056693257886,4.875489234924316,0.0,-186.5987777709961,-18.998968838792482,-166221.83352326945,-0.2789360012355486,-0.5956564246598144,5.3143424279702165,79.67104194012482,-96.33362774178244,9.089292274220423,-17488.76530392983,0.6646203996978811,0.0005845159977470776,0.001250500092834444,-0.002085007081152248,-420.0,120694800.0,0.09114078318245267,4.875489234924316,-31.633910856915847,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,759.8371949139504,759.8371949139504,0.9999999572926324,-7.945694231584147e-20,6.498854717534083e-23,0.0002922579947130163,0.0,0.0,0.001250500092834444,-0.0005462717813784421,-2.86171776236767e-07,-1.7190497575427971e-15
1775489757.5850494,18.412842750549316,manual,0.0,0.0,0.0,-0.00017953694152683073,27.100000381469727,15.595999717712402,422.0,28.700000762939453,-1.6000003814697266,-0.0,0.0,0.138468352374159,-0.19946620022792505,4.668828010559082,33.24436670465381,-206.66122436523438,-24.886615366987215,33244.3667046538,-0.20380321758580128,-0.5243421842620744,5.198149832836213,71.31424039774004,-116.1925951340038,2.9736288988030495,-8356.80154238478,0.5449887277522626,0.0005857395562973551,0.001223558550277432,-0.0019326655101514637,-419.0,120694808.0,0.138468352374159,4.668828010559082,-30.946219859117463,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,724.8456233199331,724.8456233199331,0.9999999571136478,4.528644044407184e-21,8.550749156427371e-25,0.00029286977396197276,0.0,0.0,0.001223558550277432,-0.0005063582940635104,-2.672174793467643e-07,-9.831488064063758e-15
1775489757.5989628,18.426756143569946,manual,0.0,0.0,0.0,-0.00017991276346437574,30.799999237060547,15.595999717712402,482.0,28.700000762939453,2.0999984741210938,0.0,0.0,0.138468352374159,-0.03324436670465558,4.668828010559082,166.22183352326945,0.0,-24.886615366987215,132977.46681861565,-0.14219433499300846,-0.435944577101739,5.10287190482633,88.39760716033534,-95.27792800988313,-2.0412150690391972,17083.366762595295,0.44689075675685536,0.0005869361169087559,0.0011965606114008765,-0.0019404281066828664,-414.0,120694840.0,0.138468352374159,4.668828010559082,-21.53141170047484,0.005415,0.0012479314437106258,0.006662931443710626,0.0,0.0,0.0,0.0,379.0247080935053,379.0247080935053,0.9999999569382506,1.1148295061573567e-19,5.81712053263922e-23,0.0002934680542419627,0.0,0.0,0.0011965606114008765,-0.0005083920929734709,-2.702203094920493e-07,-7.475719346230995e-13
