wall_elapsed,theta,omega,alpha,theta_imu,theta_imu_online,omega_imu,omega_imu_online,alpha_linear,alpha_linear_online,cmd_u_raw,cmd_u,pwm_hw,hw_pwm,ina_current_corr_mA,ina_current_signed_online_mA,tau_cmd,tau_motor,tau_visc,tau_coul,enc_count
0.0,2.337019166267156,-0.3868203898034457,-11.909867885082956,2.3083929093378557,2.337019166267156,-1.0247344970703125,-0.3868203898034457,-11.909867885082956,-11.909867885082956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0
0.015548106981441379,2.3320060953648367,-0.5719843799476634,-13.581903622277997,2.2952435754144975,2.3320060953648367,-1.4155092239379883,-0.5719843799476634,-13.581903622277997,-13.581903622277997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0
0.031123028980800882,2.3235563212915173,-0.8096098865644081,-15.528107005501603,2.2615913114205064,2.3235563212915173,-1.8921260833740234,-0.8096098865644081,-15.528107005501603,-15.528107005501603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0
0.046664694003993645,2.3135999765640216,-1.0551480551334496,-17.302420858601312,2.2405867818957175,2.3135999765640216,-2.173710823059082,-1.0551480551334496,-17.302420858601312,-17.302420858601312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0
0.06212366299587302,2.298868919867996,-1.3457478620423144,-20.32913599226933,2.1908411707638082,2.298868919867996,-2.6695914268493652,-1.3457478620423144,-20.32913599226933,-20.32913599226933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-560.0
0.07782563799992204,2.278551977089275,-1.689373055796512,-22.508314949619418,2.1295610633786537,2.278551977089275,-3.2547767162323,-1.689373055796512,-22.508314949619418,-22.508314949619418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-560.0
0.09347416300443001,2.2563655794652098,-2.0513281859502834,-22.351735874698768,2.0936653302220667,2.2563655794652098,-3.700234889984131,-2.0513281859502834,-22.351735874698768,-22.351735874698768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-560.0
0.1090148119837977,2.232206977491806,-2.386672633368515,-23.768807586073706,2.055043896353511,2.232206977491806,-3.9143528938293457,-2.386672633368515,-23.768807586073706,-23.768807586073706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-563.0
0.12470125500112772,2.2005028552527364,-2.7942005800531002,-27.86630592056254,1.968005958832895,2.2005028552527364,-4.650716781616211,-2.7942005800531002,-27.86630592056254,-27.86630592056254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-567.0
0.1401273469964508,2.1604993970527766,-3.2526898072170285,-28.771483166166632,1.8671407035864058,2.1604993970527766,-5.341362953186035,-3.2526898072170285,-28.771483166166632,-28.771483166166632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-567.0
0.15586634998908266,2.1185378261484673,-3.690265906505366,-29.506209852924584,1.8108196395168656,2.1185378261484673,-5.68366813659668,-3.690265906505366,-29.506209852924584,-29.506209852924584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-567.0
