wall_elapsed,theta,omega,alpha,theta_imu,theta_imu_online,omega_imu,omega_imu_online,alpha_linear,alpha_linear_online,cmd_u_raw,cmd_u,pwm_hw,hw_pwm,ina_current_corr_mA,ina_current_signed_online_mA,tau_cmd,tau_motor,tau_visc,tau_coul,enc_count
0.0,2.87161150633348,-0.3558337811765442,-5.367481055189945,2.847406314137726,2.87161150633348,-0.7475882768630981,-0.3558337811765442,-5.367481055189945,-5.367481055189945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.0
0.015725609002402052,2.866866775213447,-0.44023532209720645,-5.557028249056156,2.832072080333202,2.866866775213447,-0.8247312307357788,-0.44023532209720645,-5.557028249056156,-5.557028249056156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.0
0.0313564500247594,2.8616672250485133,-0.5300414617965586,-5.909828529158217,2.823537190505666,2.8616672250485133,-0.9391583204269409,-0.5300414617965586,-5.909828529158217,-5.909828529158217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.0
0.047263136017136276,2.8546826267475147,-0.6267081878592743,-6.733550411324025,2.8034622392068593,2.8546826267475147,-1.0670788288116455,-0.6267081878592743,-6.733550411324025,-6.733550411324025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-541.0
0.06314228000701405,2.8455810030873714,-0.7440368224430424,-7.0273761840041296,2.7788357629129883,2.8455810030873714,-1.278533935546875,-0.7440368224430424,-7.0273761840041296,-7.0273761840041296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-541.0
0.07889411700307392,2.836003620826031,-0.8490826580110828,-6.942400454746302,2.7657694842428664,2.836003620826031,-1.327624797821045,-0.8490826580110828,-6.942400454746302,-6.942400454746302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-541.0
0.09436255501350388,2.8242239014614468,-0.9606267921537743,-7.430204592357818,2.7378392927878297,2.8242239014614468,-1.468772292137146,-0.9606267921537743,-7.430204592357818,-7.430204592357818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-542.0
0.11005272102192976,2.811949254427906,-1.0806953295247437,-7.861144092800142,2.7219351761819404,2.811949254427906,-1.6276742219924927,-1.0806953295247437,-7.861144092800142,-7.861144092800142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544.0
0.12563409600988962,2.7970569863012735,-1.2064116357788324,-8.531850828335898,2.6878470200393023,2.7970569863012735,-1.7791192531585693,-1.2064116357788324,-8.531850828335898,-8.531850828335898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544.0
0.14123394401394762,2.781635920188255,-1.3467460066477857,-9.484766479944042,2.668548102026119,2.781635920188255,-1.9860470294952393,-1.3467460066477857,-9.484766479944042,-9.484766479944042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544.0
0.1569995510217268,2.763008960595344,-1.5040685876338016,-10.788320443854374,2.626411256913997,2.763008960595344,-2.2207603454589844,-1.5040685876338016,-10.788320443854374,-10.788320443854374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-547.0
0.17252338700927794,2.740817047735345,-1.6839181310122442,-11.647131178037796,2.5780763534286875,2.740817047735345,-2.503232717514038,-1.6839181310122442,-11.647131178037796,-11.647131178037796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-547.0
0.189025739004137,2.71806754674104,-1.8772064574034901,-12.933901780638749,2.5512378727828042,2.71806754674104,-2.757742166519165,-1.8772064574034901,-12.933901780638749,-12.933901780638749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-547.0
0.2044882470217999,2.6909906369366268,-2.0948889383203735,-14.159000683619588,2.4924266317042636,2.6909906369366268,-3.0865535736083984,-2.0948889383203735,-14.159000683619588,-14.159000683619588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-549.0
