wall_elapsed,theta,omega,alpha,theta_imu,theta_imu_online,omega_imu,omega_imu_online,alpha_linear,alpha_linear_online,cmd_u_raw,cmd_u,pwm_hw,hw_pwm,ina_current_corr_mA,ina_current_signed_online_mA,tau_cmd,tau_motor,tau_visc,tau_coul,enc_count
0.0,-2.3257309442828697,0.4211211290426984,14.158508821117971,-2.295035876958122,-2.3257309442828697,1.360037088394165,0.4211211290426984,14.158508821117971,14.158508821117971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.015646132989786565,-2.3201375188273636,0.6426328824861552,12.944199579498813,-2.279119065486985,-2.3201375188273636,1.6517419815063477,0.6426328824861552,12.944199579498813,12.944199579498813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.031113092991290614,-2.3152153044265185,0.8242725203097899,10.611928273986202,-2.279119065486985,-2.3152153044265185,1.6517419815063477,0.8242725203097899,10.611928273986202,10.611928273986202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.04685810301452875,-2.3108837557537747,0.9732170233251703,8.625899750396187,-2.279119065486985,-2.3108837557537747,1.6517419815063477,0.9732170233251703,8.625899750396187,8.625899750396187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.06252400699304417,-2.30707199292176,1.0953515157977822,7.104098991478647,-2.279119065486985,-2.30707199292176,1.6517419815063477,1.0953515157977822,7.104098991478647,7.104098991478647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.07813757300027646,-2.303717641629587,1.195501799625324,5.83257434872457,-2.279119065486985,-2.303717641629587,1.6517419815063477,1.195501799625324,5.83257434872457,5.83257434872457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.09378090500831604,-2.300765812492475,1.2776250323639085,22.222081285774685,-2.279119065486985,-2.300765812492475,1.6517419815063477,1.2776250323639085,22.222081285774685,22.222081285774685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714.0
0.10979769399273209,-2.258718119217958,1.911883788745436,38.346265354906926,-1.950368368538168,-2.258718119217958,4.8012847900390625,1.911883788745436,38.346265354906926,38.346265354906926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0
0.12540371099021286,-2.21564249979852,2.491258023879412,36.64535726219054,-1.8997546240559706,-2.21564249979852,5.130629539489746,2.491258023879412,36.64535726219054,36.64535726219054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0
0.1415246439864859,-2.164567950133433,3.074027048483706,35.42291632300852,-1.790021252589467,-2.164567950133433,5.728863716125488,3.074027048483706,35.42291632300852,35.42291632300852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.0
