wall_elapsed,theta,omega,alpha,theta_imu,theta_imu_online,omega_imu,omega_imu_online,alpha_linear,alpha_linear_online,cmd_u_raw,cmd_u,pwm_hw,hw_pwm,ina_current_corr_mA,ina_current_signed_online_mA,tau_cmd,tau_motor,tau_visc,tau_coul,enc_count
0.0,-1.6438446807728964,0.36911179870017075,10.810881120180026,-1.63009446616238,-1.6438446807728964,0.9602967500686646,0.36911179870017075,10.810881120180026,10.810881120180026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-689.0
0.015590802009683102,-1.6407332830070398,0.5376512949139984,9.830522293825286,-1.6179163660574263,-1.6407332830070398,1.3054423332214355,0.5376512949139984,9.830522293825286,9.830522293825286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-689.0
0.031209848006255925,-1.6379952529730861,0.6758536818093371,8.076053049884958,-1.6179163660574263,-1.6379952529730861,1.3054423332214355,0.6758536818093371,8.076053049884958,8.076053049884958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-689.0
0.046713838004507124,-1.6355857865432069,0.7891796390635148,6.6201863604707185,-1.6179163660574263,-1.6355857865432069,1.3054423332214355,0.7891796390635148,6.6201863604707185,6.6201863604707185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-689.0
0.06240406399592757,-1.6334654560849131,0.8821069240119406,7.456731551778223,-1.6179163660574263,-1.6334654560849131,1.3054423332214355,0.8821069240119406,7.456731551778223,7.456731551778223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-689.0
0.07808277499862015,-1.629718731597746,1.0230540637600427,27.449520475277573,-1.6022427520251874,-1.629718731597746,1.6651465892791748,1.0230540637600427,27.449520475277573,27.449520475277573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-688.0
0.09361622500000522,-1.5891232116278946,1.7335276404649977,42.92873929726876,-1.2914227318489848,-1.5891232116278946,4.970129489898682,1.7335276404649977,42.92873929726876,42.92873929726876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-683.0
0.10926970600849018,-1.5472163929008316,2.3611926201678703,40.16014080656366,-1.2398997222357035,-1.5472163929008316,5.220555305480957,2.3611926201678703,40.16014080656366,40.16014080656366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-678.0
0.12490679800976068,-1.4967807417468648,2.9901594052942455,37.9360906075199,-1.1269192999511084,-1.4967807417468648,5.855452537536621,2.9901594052942455,37.9360906075199,37.9360906075199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0
0.14057851099641994,-1.445155143482719,3.548767775176975,35.18662622206327,-1.066567422878983,-1.445155143482719,6.093539237976074,3.548767775176975,35.18662622206327,35.18662622206327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0
0.1561440590012353,-1.3844371111882223,4.089390095969827,33.3179742821478,-0.9391715410285797,-1.3844371111882223,6.552225112915039,4.089390095969827,33.3179742821478,33.3179742821478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0
0.17157278998638503,-1.3147655283368658,4.581819585421332,29.87376703489305,-0.8038405874269179,-1.3147655283368658,6.825109481811523,4.581819585421332,29.87376703489305,29.87376703489305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-663.0
0.18734132699319161,-1.2450913610738734,5.019966529802573,26.19220859017662,-0.7341474678119297,-1.2450913610738734,7.015969276428223,5.019966529802573,26.19220859017662,26.19220859017662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-663.0
0.20293999600107782,-1.1666385250479399,5.403934590952392,22.860011190947233,-0.5913177275244261,-1.1666385250479399,7.153122425079346,5.403934590952392,22.860011190947233,22.860011190947233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-663.0
0.21835220398497768,-1.0889641760724886,5.729526249377105,18.976534350309464,-0.5193522835858464,-1.0889641760724886,7.212777137756348,5.729526249377105,18.976534350309464,18.976534350309464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-658.0
0.23370445499313064,-1.0033234071616317,5.987994601729216,14.93587481856639,-0.3752911018153473,-1.0033234071616317,7.165461540222168,5.987994601729216,14.93587481856639,14.93587481856639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0
0.24937687499914318,-0.9193934238504888,6.1916775327227676,10.737465586679605,-0.30390687956877427,-0.9193934238504888,7.119566440582275,6.1916775327227676,10.737465586679605,10.737465586679605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0
0.26481038000201806,-0.8287131449672207,6.323064496662992,6.040893352969988,-0.1637244331565879,-0.8287131449672207,6.921605110168457,6.323064496662992,6.040893352969988,6.040893352969988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0
0.284286484005861,-0.7327167538935598,6.379956651378034,1.5289946787897009,-0.028743219353380756,-0.7327167538935598,6.639132022857666,6.379956651378034,1.5289946787897009,1.5289946787897009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-638.0
