wall_time,role,step_label,cmd_u,hw_pwm,hw_enc,hw_arduino_ms,bus_v,current_ma,power_mw,imu_qx,imu_qy,imu_qz,imu_qw,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az,status_text
1774294425.4925363,host,host_zero,0.0,0.0,-143837840.0,197113344.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:jetson_finished_proceeding_host_protocol
1774294425.53276,host,host_zero,0.0,0.0,-143837840.0,197113344.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:jetson_finished_proceeding_host_protocol
1774294425.5733814,host,host_zero,0.0,0.0,-143837840.0,197113344.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.6142461,host,host_zero,0.0,0.0,-143837840.0,197113344.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.6546159,host,host_zero,0.0,0.0,-143837840.0,197113344.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.6949584,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.7352235,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,26.700000762939453,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.77562,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.8158076,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6708186864852906,0.24882851541042322,0.1897080689668655,0.6723819971084595,-0.0013218182139098644,0.0009019239223562181,-0.0025672868359833956,-0.8632535338401794,9.760025978088379,0.044238753616809845,host:host_zero:start
1774294425.8561509,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294425.8966267,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294425.9372785,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294425.977585,host,host_zero,0.0,0.0,-143837840.0,197113360.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294426.0178266,host,host_zero,0.0,0.0,-143837840.0,197113376.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294426.0582757,host,host_zero,0.0,0.0,-143837840.0,197113376.0,15.168000221252441,27.100000381469727,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
1774294426.0986295,host,host_zero,0.0,0.0,-143837840.0,197113376.0,15.168000221252441,26.899999618530273,406.0,0.6707583665847779,0.24882596731185908,0.18972910940647122,0.6724371314048767,-0.02182815782725811,0.0015233282465487719,-0.0029223747551441193,-0.7807542681694031,9.761221885681152,-0.013152062892913818,host:host_zero:start
