trajectory,t,tau_residual_target,tau_residual_pred,theta_real,theta_sim,omega_real,omega_sim,alpha_real,alpha_sim,motor_input_a,tau_motor_sim,tau_visc_sim,tau_coul_sim,tau_residual_sim,tau_res_sim,tau_net_sim
chrono_run_1.finalized,1.11916446685791,0.32803202087043126,0.2932744879410189,1.5713150441294417,0.1684958203762919,-0.0031593540254505,1.4087811121408624,-0.0048860097292788285,-2313.998352288969,0.0,0.0,0.03922861268923043,0.00044179169191864464,0.05891749565803213,0.0985879000391812,-0.0985879000391812
chrono_run_1.finalized,1.1325218677520752,0.3280527719568784,0.2932716750953815,1.5713252237381543,0.1831956772168934,-0.0032528396036831,1.1005027817217499,-0.001380642773134072,19729.237257358996,0.0,0.0,0.030644361296112116,0.00044179169191864464,0.052529106288579264,0.08361525927661002,-0.08361525927661002
chrono_run_1.finalized,1.1458606719970703,0.32807154440280767,0.2932749393996598,1.5713355198225123,0.19391771948214034,-0.0031537291425981,0.8038233464045367,0.0010228707425317812,19207.449799016224,0.0,0.0,0.022383090215303613,0.00044179169191864464,0.045597371656753025,0.06842225356397529,-0.06842225356397529
chrono_run_1.finalized,1.1593225002288818,0.32808306595868525,0.2932776161169409,1.571343962611686,0.20089732118929882,-0.0030724585645085,0.518473537692672,0.0024126526252805647,-54033.76215920743,0.0,0.0,0.014437301454767995,0.00044179169191864464,0.03816818350076817,0.05304727664745481,-0.05304727664745481
chrono_run_1.finalized,1.1726510524749756,0.32809179271156436,0.29328432162173246,1.571348936859903,0.20427272818669936,-0.0028620060727374,0.2532463342663385,0.0028430094415594076,2235.14415725933,0.0,0.0,0.007051842387923952,0.00044179169191864464,0.030549969072524125,0.03804360315236672,-0.03804360315236672
chrono_run_1.finalized,1.1873061656951904,0.3280830923945879,0.29328177094508906,1.5713542126200226,0.2040123348412452,-0.0029450983731904,-0.017768088280272213,0.001884634755801251,-458.1681059428943,0.0,0.0,-0.0004947663248520038,-0.00044179169191864464,0.0806762362793601,0.07973967826258946,-0.07973967826258946
chrono_run_1.finalized,1.1990649700164795,0.3280709773999017,0.2932796793901174,1.5713585387433209,0.2005301448391202,-0.0030132340595619,-0.29613470102743095,0.00035123942896685134,-735.4582032154739,0.0,0.0,-0.008246102528158095,-0.00044179169191864464,0.0710616853209832,0.06237379110090646,-0.06237379110090646
chrono_run_1.finalized,1.2128798961639404,0.328062192086723,0.29327746348732603,1.5713623289300118,0.19231696052722227,-0.0030850843311356,-0.5945152528670953,-0.0006669136509130369,603.2372466099796,0.0,0.0,-0.016554742529960347,-0.00044179169191864464,0.059711117286537344,0.04271458306465835,-0.04271458306465835
chrono_run_1.finalized,1.225804567337036,0.3280642626236377,0.2932786710376763,1.571365448371818,0.18142031614771126,-0.0030481277527884,-0.8430887125541614,-0.0005105209377991721,2059.1473875785764,0.0,0.0,-0.023476465067869375,-0.00044179169191864464,0.04929666770322663,0.025378410943438613,-0.025378410943438613
chrono_run_1.finalized,1.2398622035980225,0.32807565979135456,0.2932801697114118,1.5713683360507091,0.16628681871225579,-0.0030018443917041,-1.076532153378781,0.0010066661552090295,-1443.2053267733997,0.0,0.0,-0.02997688038862406,-0.00044179169191864464,0.03832810346753636,0.007909431386993654,-0.007909431386993654
