trajectory,t,tau_residual_target,tau_residual_pred,theta,omega,motor_input_a
chrono_run_2.finalized,0.0,0.01584819175473653,0.012142104367114577,-2.31416244345084e-05,-0.0029685420449823,0.0
chrono_run_2.finalized,0.0139670372009278,0.015844916529310134,0.012144186568367939,-2.178917832016847e-05,-0.00308039477095,0.0
chrono_run_2.finalized,0.26651930809020996,0.015595960728991748,0.012144968374670112,-3.661162732030752e-05,-0.0030442823134362,0.0
chrono_run_2.finalized,0.28052711486816406,0.015643089724024416,0.012144349799971999,-4.884765556612766e-05,-0.0029507542309165,0.0
chrono_run_2.finalized,0.2933485507965088,0.015385991277085504,0.012141541439900443,-6.120325915396099e-05,-0.0027462294685333,0.0
chrono_run_2.finalized,0.3066926002502442,0.015173950494896574,0.012138727668871065,-7.255178663656184e-05,-0.0025465612297,0.0
chrono_run_2.finalized,0.3228182792663575,0.015167189830116208,0.01213797550689185,-8.469837096565604e-05,-0.0024467491831246,0.0
chrono_run_2.finalized,0.33394861221313477,0.01501625618526663,0.012136617677171651,-9.673455260618572e-05,-0.0023169663834592,0.0
chrono_run_2.finalized,0.3469994068145752,0.01482149492419601,0.012137464634600924,-0.0001040469755767,-0.002322397234656,0.0
chrono_run_2.finalized,0.36052012443542486,0.014812186409507525,0.012135879454217891,-0.0001125769859716,-0.0021990188817396,0.0
chrono_run_2.finalized,0.3730847835540772,0.01494600411065394,0.01214066670488819,-0.0001202090478747,-0.0024014488765722,0.0
chrono_run_2.finalized,0.3868775367736817,0.01505468890123083,0.012144592271178705,-0.0001264673386352,-0.002567441472335,0.0
chrono_run_2.finalized,0.4002985954284668,0.015143456866049142,0.012147811249483097,-0.0001315991370589,-0.0027035554008604,0.0
chrono_run_2.finalized,0.41390490531921387,0.015118099106652268,0.012144116641324898,-0.0001327261307908,-0.0025115685361177,0.0
chrono_run_2.finalized,0.4266648292541504,0.015096757781357257,0.012141087073039222,-0.0001336502656509,-0.0023541393070287,0.0
chrono_run_2.finalized,0.4413793087005616,0.014954674730703365,0.012143855623180325,-0.0001330638212475,-0.0024966897335395,0.0
chrono_run_2.finalized,0.4539422988891602,0.015042394357696663,0.012140646675341302,-0.000134823511722,-0.0023259596801654,0.0
chrono_run_2.finalized,0.46693611145019537,0.014930054711039906,0.012141872362734283,-0.0001367930718843,-0.002377708638474,0.0
chrono_run_2.finalized,0.4805076122283936,0.015014816983366291,0.012138304364698234,-0.0001370696036467,-0.0021964372485325,0.0
chrono_run_2.finalized,0.49444675445556646,0.015082602807103107,0.012135378615413365,-0.0001372963596919,-0.0020477947087804,0.0
chrono_run_2.finalized,0.507370948791504,0.014922125373208986,0.012138671252606934,-0.000134209505937,-0.0022295081961364,0.0
chrono_run_2.finalized,0.5204246044158937,0.015045184257439326,0.012144672332953658,-0.0001329768751507,-0.0025383028403453,0.0
