epoch,train_loss,val_loss
1,2.4180077130977926,1.872617781162262
2,1.4836119367526128,1.3604940176010132
3,0.556782263975877,0.40624289214611053
4,0.19471978338865134,0.009450917365029454
5,0.08766722851074658,0.00352964797639288
6,0.05629435124305578,0.007893444271758199
7,0.039626917586876795,0.0024096936540445313
8,0.03006843477487564,0.0027581834292504936
9,0.023232967807696417,0.0016522102887392975
10,0.01788033673969599,0.0014508001477224752
11,0.013657348015560554,0.0010757354029919952
12,0.01043084990949585,0.0011961575655732304
13,0.008299842297744293,0.0008006633361219428
14,0.007064987582942614,0.0021217945613898337
15,0.006193608618699587,0.001222499820869416
16,0.005387951978124105,0.000937342265387997
17,0.004918624861882283,0.0007963090320117772
18,0.004232913452702073,0.0008680275204824284
19,0.0038842478981957985,0.00041327435974380933
20,0.0035161975090606855,0.0009780855325516313
21,0.0034253841910797814,0.0012642998481169343
22,0.003036244360443491,0.0011994394881185144
23,0.0027898663583283243,0.0006901520391693339
24,0.002702798515271682,0.0003833992450381629
25,0.002530366056956924,0.0014254366396926343
26,0.002337358148696904,0.0002990526663779747
27,0.0025296667859388087,0.00028931512861163355
28,0.002225482603535056,0.00065316837572027
29,0.002142339917974403,0.0007218429673230276
30,0.0019112077559559392,0.0002446082762617152
31,0.0019627724630901446,0.00031001264505903237
32,0.0017898563886634433,0.0008951986528700218
33,0.0019273154097251021,0.0009585882799001411
34,0.0016915097367018461,0.001383942348184064
35,0.001526622692696177,0.001274915412068367
36,0.0016404515078577858,0.0008731273264857009
37,0.0014871228934050752,0.0006270289013627917
38,0.0014499386396402349,0.0004914530290989205
39,0.001279703766788141,0.0004376403958303854
40,0.0013409316575584502,0.0008851684106048197
41,0.0013080471857952385,0.0003738264422281645
42,0.0012925126625654788,0.0013029013498453423
43,0.001110579719981895,0.001183097789180465
44,0.0011176540104385752,0.0007995747437234968
45,0.001158229796251712,0.00046703983389306813
46,0.0009906655311799394,0.0005848167056683451
47,0.0010183115821116818,0.0007293711241800338
48,0.0009851351004237165,0.0004201534829917364
49,0.0010151667117427748,0.0006143780774436891
50,0.0010425931541249156,0.0007182218978414312
51,0.0009736715627905841,0.0008072232449194416
52,0.0008986717797457599,0.00032019247009884566
53,0.0010695819017620613,0.0005344479504856281
54,0.0011764264468533488,0.0004121777892578393
55,0.0011755206102791887,0.00029398847254924476
56,0.0010262827451627415,0.0005056217196397483
57,0.0009159970661410346,0.0004237498214934021
58,0.0008353901570304655,0.00026020718360086903
59,0.0010305291641718494,0.00023814575251890346
60,0.0009535662650775451,0.0007892216381151229
61,0.0008423343712750536,0.00036805433046538383
62,0.00076964145185999,0.0004513405874604359
63,0.000782860868359701,0.00018410623124509584
64,0.0008187374780670955,0.0006070410163374618
65,0.0008551319479010999,0.00029285389609867707
66,0.0009086287956541547,0.0013289499620441347
67,0.0008922361258345728,0.0013072298897895962
68,0.0009669827413745224,0.00028440103415050544
69,0.0008322960706069493,0.0007024692604318261
70,0.0006836612726776645,0.0001126714632846415
71,0.0007415604464208278,0.00035617216781247407
72,0.0007593495628008476,0.0008265099895652384
73,0.0006375460473534006,0.00034181511000497267
74,0.0006371818576903584,0.000606548841460608
75,0.0006857115166405073,0.0004116918353247456
76,0.0008050300037631622,0.0005422490721684881
77,0.0006274247291282966,0.0001369226083625108
78,0.0007355077944409389,0.0005457916122395545
79,0.0007823435321020392,0.0004890614654868841
80,0.0006948647563918852,0.00024044749443419278
81,0.0006301112858077082,0.00013101569129503332
82,0.0005903143856602793,0.0002508113466319628
83,0.0007756272814451502,0.0002301405038451776
84,0.0007803512719244912,8.73595388384274e-05
85,0.0006553827373024363,0.00048566995246801525
86,0.0007232888915146199,0.001275333430385217
87,0.0005886135287045573,0.0003673087412607856
88,0.0005588573672307226,0.00020188554481137544
89,0.0006364075547585693,0.00033876323141157627
90,0.0007033700329394868,0.00036743592499988154
91,0.0006648949660862294,0.0007787470385665074
92,0.0007720466864366944,0.000363482664397452
93,0.0007789137912018654,0.00030487529875244945
94,0.0006505181215918408,0.0008716674492461607
95,0.0006310309668501409,0.00030469729972537607
96,0.0005635934693810458,0.00018306064521311782
97,0.0005546419751436377,0.0007879320182837546
98,0.0005315204459923104,0.0006126701046014205
99,0.0005633126912960926,0.0004039501800434664
100,0.0005664564982558099,0.0002994879068864975
101,0.000587818727721102,0.0003498738296912052
102,0.0005586106361498913,0.0004221421622787602
103,0.00057148017311612,0.0003728936644620262
104,0.0005135922603165874,0.0003050495433853939
105,0.0005630609588339352,0.0003862492085318081
106,0.0005696988664567471,0.0007024195947451517
107,0.0005922504709675335,0.00033643250935710967
108,0.000550824235408352,0.0006627391994697973
109,0.0007355842546810611,0.00021706077313865535
110,0.0010313860436256689,0.0014994333032518625
111,0.0007876258818074488,0.0008443385013379157
112,0.0009023625842438868,0.0004153887930442579
113,0.0009413726556186492,0.000570752439671196
114,0.0005482006929993916,0.0003591136264731176
115,0.0005981892642851633,0.0009513028344372287
116,0.0005225109187169716,0.00047700984578114003
117,0.00053255265363707,0.0006076795398257673
118,0.0005218684382271022,0.0007937627960927784
119,0.0005262749506912839,0.00034287969901924953
120,0.000584473000624432,0.00032612482755212113
