wall_time,wall_elapsed,sim_time,mode,cmd_u_raw,cmd_u_delayed,hw_pwm,delay_sec_est,tau_cmd,theta,omega,alpha,hw_enc,hw_arduino_ms,theta_real,omega_real,alpha_real,delay_ms,l_com_est,b_eq_est,tau_eq_est,k_t_est,i0_est,R_est,k_e_est,bus_v_raw,bus_v_filtered,current_raw_A,current_filtered_A,power_raw_W,tau_motor,tau_res,tau_visc,tau_coul,i_pred,v_applied,inst_cost,best_cost_so_far,imu_qw,imu_qx,imu_qy,imu_qz,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az,ls_cost,fit_done,fit_complete,fit_final_params
0.0,0.001,0.001,replay,0.0,0.0,0.0,0.015999999999998238,-0.011921563795509389,-0.1745246689938801,0.0082562055527719,6.745327376974943,,,-0.1745246689938801,0.0082562055527719,1.6512411105543858,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271484,15.215999603271484,0.0281000003814697,0.0281000003814697,0.426,-0.0,0.011921563795509389,0.0003149744671209355,0.011606589328388454,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.0082562055527719,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.002,0.002,replay,0.0,0.0,0.0,0.015999999999998238,-0.021236455356971617,-0.17451641278832733,0.015001532929746843,6.1081720609821,,,-0.1745102191071198,0.014449886760276,6.193681207504102,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271486,15.215999603271486,0.0281006626356516,0.0281006626356516,0.43,-0.0,0.021236455356971617,0.0005723088906086884,0.02066414646636293,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.015001532929746843,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.003,0.003,replay,0.0,0.0,0.0,0.015999999999998238,-0.028301462164933622,-0.1745014112553976,0.0204725496747361,4.987550008637011,,,-0.1744910590491888,0.0191600579309836,4.7101711707076,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271488,15.215999603271488,0.0281033072539585,0.0281033072539585,0.432,-0.0,0.028301462164933622,0.0007810283287147511,0.027520433836218872,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.0204725496747361,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.004,0.004,replay,0.0,0.0,0.0,0.015999999999998238,-0.033703728265043524,-0.17448093870572284,0.024976632947020863,4.134186034858509,,,-0.1744682538189459,0.0228052302429226,3.64517231193906,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.21599960327149,15.21599960327149,0.0281032853541407,0.0281032853541407,0.432,-0.0,0.033703728265043524,0.0009528592284529382,0.03275086903659059,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.024976632947020863,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.005,0.005,replay,0.0,0.0,0.0,0.015999999999998238,-0.03790012289622469,-0.17445596207277583,0.028740921744453116,3.4767429656131146,,,-0.1744425810137946,0.0256728051513388,2.8675749084161595,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271491,15.215999603271491,0.0281032635993548,0.0281032635993548,0.432,-0.0,0.03790012289622469,0.001096466948789124,0.03680365594743557,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.028740921744453116,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.006,0.006,replay,0.0,0.0,0.0,0.015999999999998238,-0.04121765537911305,-0.17442722115103138,0.031930118878247093,2.9616591371833323,,,-0.174414620707006,0.0279603067885603,2.287501637221468,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271491,15.215999603271491,0.0281032419886404,0.0281032419886404,0.426,-0.0,0.04121765537911305,0.0012181349064652894,0.039999520472647765,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.031930118878247093,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.007,0.007,replay,0.0,0.0,0.0,0.015999999999998238,-0.043885355424694655,-0.17439529103215312,0.03466424001881978,2.5509434154780255,,,-0.1743848146518522,0.029806055153847,1.8457483652867257,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271497,15.215999603271497,0.0281032205210432,0.0281032205210432,0.43,-0.0,0.043885355424694655,0.0013224417025826459,0.04256291372211201,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.03466424001881978,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.008,0.008,replay,0.0,0.0,0.0,0.015999999999998238,-0.046064060433340256,-0.1743606267921343,0.03703200570920314,2.217960863558371,,,-0.1743535054408303,0.0313092110219015,1.5031558680544954,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.215999603271497,15.215999603271497,0.0281031991956156,0.0281031991956156,0.432,-0.0,0.046064060433340256,0.0014127720282787336,0.04465128840506152,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.03703200570920314,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.009,0.009,replay,0.0,0.0,0.0,0.015999999999998238,-0.04786815545161959,-0.1743235947864251,0.03910016174593652,1.9439110742703392,,,-0.1743209629094766,0.0325425313536797,1.2333203317782249,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.2159996032715,15.2159996032715,0.0281031780114159,0.0281031780114159,0.432,-0.0,0.04786815545161959,0.0014916722375127854,0.046376483214106805,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.03910016174593652,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
0.0,0.01,0.01,replay,0.0,0.0,0.0,0.015999999999998238,-0.04938033184346358,-0.17428449462467915,0.04091982785774382,1.715333632156149,,,-0.1742874023660453,0.0335605434312602,1.0180120775804538,9.416459692634517,0.1634246984864493,0.038150027286467866,0.07092777859084162,0.28554392329661715,0.05627679546392443,2.1178603593403227,0.021117362961753806,15.2159996032715,15.2159996032715,0.028103156967509,0.028103156967509,0.426,-0.0,0.04938033184346358,0.0015610925493304945,0.047819239294133085,-0.0,0.0,8.947797102711583,8.947797102711583,1.0,0.0,0.0,0.0,0.0,0.0,0.04091982785774382,0.0,0.0,0.0,8.947797102711583,1,1,"{""l_com"": 0.1634246984864493, ""J_cm_base"": 0.0014363209253363055, ""b_eq"": 0.038150027286467866, ""tau_eq"": 0.07092777859084162, ""k_t"": 0.28554392329661715, ""i0"": 0.05627679546392443, ""R"": 2.1178603593403227, ""k_e"": 0.021117362961753806, ""delay_sec"": 0.009416459692634516}"
